text,tokens,labels,rationales
"El Grupo GAD , la Infantería y la Caballería de la Policía Bonaerense , con respaldo de la Patrulla Urbana y Defensa Civil de Quilmes , avanzaron contra un grupo de 150 familias que habían ocupado un terreno baldío ubicada cerca del cruce de Lamadrid y Camino General Belgrano , perteneciente al Frigorífico Penta .","['El', 'Grupo', 'GAD', ',', 'la', 'Infantería', 'y', 'la', 'Caballería', 'de', 'la', 'Policía', 'Bonaerense', ',', 'con', 'respaldo', 'de', 'la', 'Patrulla', 'Urbana', 'y', 'Defensa', 'Civil', 'de', 'Quilmes', ',', 'avanzaron', 'contra', 'un', 'grupo', 'de', '150', 'familias', 'que', 'habían', 'ocupado', 'un', 'terreno', 'baldío', 'ubicada', 'cerca', 'del', 'cruce', 'de', 'Lamadrid', 'y', 'Camino', 'General', 'Belgrano', ',', 'perteneciente', 'al', 'Frigorífico', 'Penta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Las familias , en su mayoría parejas jóvenes con niños , habían iniciado la ocupación del predio el lunes en reclamo de una solución habitacional al intendente Martiniano Molina , pero el municipio negó que existieran problemas de vivienda en esos barrios pobres del municipio .","['Las', 'familias', ',', 'en', 'su', 'mayoría', 'parejas', 'jóvenes', 'con', 'niños', ',', 'habían', 'iniciado', 'la', 'ocupación', 'del', 'predio', 'el', 'lunes', 'en', 'reclamo', 'de', 'una', 'solución', 'habitacional', 'al', 'intendente', 'Martiniano', 'Molina', ',', 'pero', 'el', 'municipio', 'negó', 'que', 'existieran', 'problemas', 'de', 'vivienda', 'en', 'esos', 'barrios', 'pobres', 'del', 'municipio', '.']","['O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'B-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Por la tarde , un grupo de mujeres con sus niños en brazos volvieron a ingresar al terreno y realizaron una sentada para evitar que la infantería vuelva a desalojarlas .","['Por', 'la', 'tarde', ',', 'un', 'grupo', 'de', 'mujeres', 'con', 'sus', 'niños', 'en', 'brazos', 'volvieron', 'a', 'ingresar', 'al', 'terreno', 'y', 'realizaron', 'una', 'sentada', 'para', 'evitar', 'que', 'la', 'infantería', 'vuelva', 'a', 'desalojarlas', '.']","['B-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"El centro de la denuncia era la Unidad Especial de Procedimientos Judiciales ( Uesprojud ) que sacó fotos e individualizó a quienes cortaban la Panamericana en el conflicto de Kraft y que incluso , según sostienen los denunciantes , informó la realización de reuniones en la casa de otro dirigente de Kraft , Ramón Bogado .","['El', 'centro', 'de', 'la', 'denuncia', 'era', 'la', 'Unidad', 'Especial', 'de', 'Procedimientos', 'Judiciales', '(', 'Uesprojud', ')', 'que', 'sacó', 'fotos', 'e', 'individualizó', 'a', 'quienes', 'cortaban', 'la', 'Panamericana', 'en', 'el', 'conflicto', 'de', 'Kraft', 'y', 'que', 'incluso', ',', 'según', 'sostienen', 'los', 'denunciantes', ',', 'informó', 'la', 'realización', 'de', 'reuniones', 'en', 'la', 'casa', 'de', 'otro', 'dirigente', 'de', 'Kraft', ',', 'Ramón', 'Bogado', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"La ministra concluyó que Gendarmería no realizó tareas de inteligencia ilegales , que se individualizaron a los protagonistas del corte de la Panamericana de acuerdo con lo pedido por el juez y que Proyecto X es un software y no un plan secreto de espionaje .","['La', 'ministra', 'concluyó', 'que', 'Gendarmería', 'no', 'realizó', 'tareas', 'de', 'inteligencia', 'ilegales', ',', 'que', 'se', 'individualizaron', 'a', 'los', 'protagonistas', 'del', 'corte', 'de', 'la', 'Panamericana', 'de', 'acuerdo', 'con', 'lo', 'pedido', 'por', 'el', 'juez', 'y', 'que', 'Proyecto', 'X', 'es', 'un', 'software', 'y', 'no', 'un', 'plan', 'secreto', 'de', 'espionaje', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'B-trigger', 'O', 'B-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Lo reveló la jueza que investiga el homicidio de Romina Aguilar .,"['Lo', 'reveló', 'la', 'jueza', 'que', 'investiga', 'el', 'homicidio', 'de', 'Romina', 'Aguilar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-target', 'I-target', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"El intendente de la localidad puntana de La Calera , Diego Lorenzetti , le dijo a la jueza que investiga el crimen de su mujer que antes del asesinato recibió “ amenazas graves ” vinculadas a su `` actividad política '' pero que no había radicado la denuncia .","['El', 'intendente', 'de', 'la', 'localidad', 'puntana', 'de', 'La', 'Calera', ',', 'Diego', 'Lorenzetti', ',', 'le', 'dijo', 'a', 'la', 'jueza', 'que', 'investiga', 'el', 'crimen', 'de', 'su', 'mujer', 'que', 'antes', 'del', 'asesinato', 'recibió', '“', 'amenazas', 'graves', '”', 'vinculadas', 'a', 'su', '``', 'actividad', 'política', ""''"", 'pero', 'que', 'no', 'había', 'radicado', 'la', 'denuncia', '.']","['O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Así lo reveló hoy la magistrada Virginia Palacios y consideró que lo dicho por Lorenzetti ( 38 ) `` sería la punta del ovillo '' para iniciar la investigación en torno a la posibilidad de que el homicidio de Romina Aguilar ( 32 ) responda a su labor como intendente de La Calera .,"['Así', 'lo', 'reveló', 'hoy', 'la', 'magistrada', 'Virginia', 'Palacios', 'y', 'consideró', 'que', 'lo', 'dicho', 'por', 'Lorenzetti', '(', '38', ')', '``', 'sería', 'la', 'punta', 'del', 'ovillo', ""''"", 'para', 'iniciar', 'la', 'investigación', 'en', 'torno', 'a', 'la', 'posibilidad', 'de', 'que', 'el', 'homicidio', 'de', 'Romina', 'Aguilar', '(', '32', ')', 'responda', 'a', 'su', 'labor', 'como', 'intendente', 'de', 'La', 'Calera', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
`` Dice que había recibido amenazas pero no lo tenemos constatado de manera fehaciente .,"['``', 'Dice', 'que', 'había', 'recibido', 'amenazas', 'pero', 'no', 'lo', 'tenemos', 'constatado', 'de', 'manera', 'fehaciente', '.']","['O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
( Declaró ) que las amenazas habían tenido que ver con su actividad política .,"['(', 'Declaró', ')', 'que', 'las', 'amenazas', 'habían', 'tenido', 'que', 'ver', 'con', 'su', 'actividad', 'política', '.']","['O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Leé también : `` Asesinan a tiros a la esposa de un intendente y creen que fue por encargo '' .,"['Leé', 'también', ':', '``', 'Asesinan', 'a', 'tiros', 'a', 'la', 'esposa', 'de', 'un', 'intendente', 'y', 'creen', 'que', 'fue', 'por', 'encargo', ""''"", '.']","['O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"`` El abogado del señor me comunicó hoy que había recibido una amenaza hace veinte días y que eran de un número ( telefónico ) privado , de una voz de sexo masculino , y por un breve período de tiempo '' , precisó la jueza .","['``', 'El', 'abogado', 'del', 'señor', 'me', 'comunicó', 'hoy', 'que', 'había', 'recibido', 'una', 'amenaza', 'hace', 'veinte', 'días', 'y', 'que', 'eran', 'de', 'un', 'número', '(', 'telefónico', ')', 'privado', ',', 'de', 'una', 'voz', 'de', 'sexo', 'masculino', ',', 'y', 'por', 'un', 'breve', 'período', 'de', 'tiempo', ""''"", ',', 'precisó', 'la', 'jueza', '.']","['O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"El crimen de Aguilar fue cometido el sábado pasado a la mañana , en la puerta de la casa 1 de la manzana 78 del barrio FAECAP , en el norte de la ciudad de San Luis , donde la mujer residía junto a su esposo e hijos .","['El', 'crimen', 'de', 'Aguilar', 'fue', 'cometido', 'el', 'sábado', 'pasado', 'a', 'la', 'mañana', ',', 'en', 'la', 'puerta', 'de', 'la', 'casa', '1', 'de', 'la', 'manzana', '78', 'del', 'barrio', 'FAECAP', ',', 'en', 'el', 'norte', 'de', 'la', 'ciudad', 'de', 'San', 'Luis', ',', 'donde', 'la', 'mujer', 'residía', 'junto', 'a', 'su', 'esposo', 'e', 'hijos', '.']","['O', 'B-trigger', 'O', 'B-target', 'O', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Los agresores la tomaron de la ropa , la arrastraron unos diez metros por el suelo , le dispararon dos balazos calibre .45 , y escaparon en el mismo rodado en el que llegaron y sin robar nada .","['Los', 'agresores', 'la', 'tomaron', 'de', 'la', 'ropa', ',', 'la', 'arrastraron', 'unos', 'diez', 'metros', 'por', 'el', 'suelo', ',', 'le', 'dispararon', 'dos', 'balazos', 'calibre', '.45', ',', 'y', 'escaparon', 'en', 'el', 'mismo', 'rodado', 'en', 'el', 'que', 'llegaron', 'y', 'sin', 'robar', 'nada', '.']","['O', 'B-participant', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'I-trigger', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Desde ese sitio tomó impulso un cacerolazo que se concretó hace diez días .,"['Desde', 'ese', 'sitio', 'tomó', 'impulso', 'un', 'cacerolazo', 'que', 'se', 'concretó', 'hace', 'diez', 'días', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Así como los comerciantes durante el mes pasado cortaron Corrientes en varias oportunidades , esta vez fueron los propios manteros los que bloquearon la avenida en protesta por el operativo que les impidió instalarse sobre la peatonal .","['Así', 'como', 'los', 'comerciantes', 'durante', 'el', 'mes', 'pasado', 'cortaron', 'Corrientes', 'en', 'varias', 'oportunidades', ',', 'esta', 'vez', 'fueron', 'los', 'propios', 'manteros', 'los', 'que', 'bloquearon', 'la', 'avenida', 'en', 'protesta', 'por', 'el', 'operativo', 'que', 'les', 'impidió', 'instalarse', 'sobre', 'la', 'peatonal', '.']","['O', 'O', 'O', 'B-participant', 'O', 'O', 'B-etime', 'I-etime', 'B-trigger', 'B-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"El corte duró desde las 15.20 hasta las 16.50 , aproximadamente .","['El', 'corte', 'duró', 'desde', 'las', '15.20', 'hasta', 'las', '16.50', ',', 'aproximadamente', '.']","['O', 'B-trigger', 'O', 'O', 'O', 'B-etime', 'O', 'O', 'B-etime', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Los manteros se tiraron sobre la calzada con cruces negras , simulando estar en tumbas .","['Los', 'manteros', 'se', 'tiraron', 'sobre', 'la', 'calzada', 'con', 'cruces', 'negras', ',', 'simulando', 'estar', 'en', 'tumbas', '.']","['O', 'B-participant', 'B-trigger', 'I-trigger', 'I-trigger', 'I-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'I-trigger', 'O']","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
La interrupción complicó el tránsito en el Centro .,"['La', 'interrupción', 'complicó', 'el', 'tránsito', 'en', 'el', 'Centro', '.']","['O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Luego , levantaron el corte , pero marcharon a lo largo de toda lapeatonal , donde tenían pensado acampar .","['Luego', ',', 'levantaron', 'el', 'corte', ',', 'pero', 'marcharon', 'a', 'lo', 'largo', 'de', 'toda', 'lapeatonal', ',', 'donde', 'tenían', 'pensado', 'acampar', '.']","['O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
El Centro de Industriales Panaderos de Esteban Echeverría se movilizó ayer a la tarde junto con algunos vecinos a la comisaría para pedir seguridad y el esclarecimiento del caso .,"['El', 'Centro', 'de', 'Industriales', 'Panaderos', 'de', 'Esteban', 'Echeverría', 'se', 'movilizó', 'ayer', 'a', 'la', 'tarde', 'junto', 'con', 'algunos', 'vecinos', 'a', 'la', 'comisaría', 'para', 'pedir', 'seguridad', 'y', 'el', 'esclarecimiento', 'del', 'caso', '.']","['O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-place', 'I-place', 'B-trigger', 'I-trigger', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'B-participant', 'B-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"La protesta comenzará el viernes a las catorce y se mantendrá hasta el domingo a las seis de la tarde , en Arroyo Verde , el mismo lugar donde se realizaron los cortes durante el verano .","['La', 'protesta', 'comenzará', 'el', 'viernes', 'a', 'las', 'catorce', 'y', 'se', 'mantendrá', 'hasta', 'el', 'domingo', 'a', 'las', 'seis', 'de', 'la', 'tarde', ',', 'en', 'Arroyo', 'Verde', ',', 'el', 'mismo', 'lugar', 'donde', 'se', 'realizaron', 'los', 'cortes', 'durante', 'el', 'verano', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-etime', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Se refería al acuerdo salarial alcanzado por gobierno y gremios docentes , que se firmó cuando retomaron las clases después de un prolongado plan de lucha que incluyó 17 paros .","['Se', 'refería', 'al', 'acuerdo', 'salarial', 'alcanzado', 'por', 'gobierno', 'y', 'gremios', 'docentes', ',', 'que', 'se', 'firmó', 'cuando', 'retomaron', 'las', 'clases', 'después', 'de', 'un', 'prolongado', 'plan', 'de', 'lucha', 'que', 'incluyó', '17', 'paros', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'B-organizer', 'I-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
